12,196,1
13,197,1
14,198,1
15,199,1
16,200,1
17,201,1
18,202,1
19,203,1
20,204,1
21,205,1
22,206,1
23,207,1
24,207,1
25,208,1
26,209,1
27,210,1
28,211,1
29,212,1
30,213,1
31,214,1
32,215,1
33,216,1
34,217,1
35,218,1
36,219,1
37,220,1
38,221,1
39,222,1
40,223,1
41,224,1
42,225,1
43,226,1
44,226,1
45,227,1
46,228,1
47,229,1
48,230,1
49,231,1
50,232,1
51,233,1
52,234,1
53,235,1
54,236,1
55,237,1
56,238,1
57,239,1
58,240,1
106,289,1
107,290,1
108,291,1
109,292,1
109,476,1
110,293,1
110,477,1
111,294,1
111,478,1
112,295,1
112,479,1
113,296,1
113,480,1
114,297,1
114,481,1
115,298,1
115,482,1
116,299,1
116,483,1
117,300,1
117,484,1
118,301,1
118,485,1
119,302,1
119,486,1
120,302,1
120,487,1
121,303,1
121,488,1
122,304,1
122,489,1
123,305,1
123,490,1
124,491,1
125,492,1
126,493,1
127,494,1
128,495,1
129,313,1
129,496,1
130,314,1
130,497,1
131,314,1
131,498,1
132,315,1
132,499,1
133,316,1
133,500,1
134,317,1
134,501,1
135,318,1
135,502,1
136,319,1
136,503,1
137,320,1
137,504,1
138,321,1
138,506,1
139,322,1
139,507,1
140,323,1
140,508,1
141,324,1
141,509,1
142,325,1
142,510,1
143,326,1
143,511,1
144,327,1
144,512,1
145,328,1
145,513,1
146,329,1
146,514,1
147,330,1
147,515,1
148,331,1
148,516,1
149,517,1
189,371,1
190,372,1
191,373,1
192,374,1
193,375,1
194,376,1
195,377,1
196,378,1
197,379,1
198,380,1
199,381,1
200,382,1
201,383,1
202,384,1
203,385,1
204,386,1
205,387,1
206,388,1
207,389,1
208,390,1
209,391,1
210,392,1
211,393,1
212,394,1
213,395,1
214,396,1
215,397,1
216,398,1
217,399,1
218,400,1
219,402,1
220,403,1
221,404,1
222,405,1
223,406,1
224,407,1
225,408,1
226,409,1
227,410,1
228,411,1
229,412,1
240,422,1
241,423,1
242,424,1
243,425,1
244,426,1
245,427,1
246,428,1
247,429,1
248,430,1
249,431,1
250,433,1
251,434,1
252,435,1
253,436,1
254,437,1
255,438,1
256,439,1
257,440,1
258,441,1
259,442,1
260,443,1
261,444,1
262,445,1
263,446,1
264,447,1
265,448,1
266,449,1
267,450,1
268,451,1
269,452,1
270,453,1
271,454,1
272,455,1
273,456,1
274,457,1
275,458,1
276,459,1
277,460,1
278,461,1
279,462,1
280,463,1
281,464,1
282,465,1
283,466,1
284,467,1
285,468,1
286,469,1
287,470,1
288,471,1
289,473,1
290,474,1
291,475,1
292,476,1
293,477,1
294,478,1
295,479,1
296,480,1
297,481,1
298,482,1
299,483,1
300,484,1
301,485,1
302,486,1
303,487,1
304,488,1
305,489,1
306,490,1
307,491,1
308,492,1
316,499,1
317,500,1
318,502,1
319,503,1
320,504,1
321,505,1
322,506,1
323,507,1
324,508,1
325,509,1
326,510,1
327,511,1
328,512,1
329,513,1
330,514,1
331,515,1
332,516,1
333,517,1
334,518,1
335,519,1
336,520,1
337,521,1
338,522,1
339,523,1
340,524,1
