0.0876087,-0.644408,-0.0380959
0.128043,-1.97073,-0.127672
0.237351,-3.25796,-0.143586
0.343346,-4.59984,-0.173245
0.456518,-5.9825,-0.193346
0.546616,-7.37817,-0.250408
0.617916,-8.71033,-0.291569
0.683103,-10.0344,-0.335222
0.741977,-11.3461,-0.358202
0.805833,-12.7305,-0.384684
0.95444,-14.0571,-0.419339
1.09292,-15.4404,-0.416509
1.09378,-16.8077,-0.476516
1.07512,-18.2012,-0.477096
1.13567,-19.5808,-0.468332
1.21535,-20.9389,-0.51987
1.22499,-22.3209,-0.550641
1.2908,-23.6849,-0.541941
1.31709,-25.0896,-0.59177
1.4307,-26.4463,-0.649205
1.43025,-27.8252,-0.714883
1.42826,-29.1584,-0.754103
1.45271,-30.5775,-0.811449
1.38958,-31.918,-0.856788
1.4633,-33.3101,-0.884687
1.49875,-34.6716,-0.895122
1.48523,-36.0805,-0.93038
1.42965,-37.4672,-0.961938
1.36186,-38.8544,-1.01739
1.35299,-40.2102,-1.07748
1.29269,-41.5691,-1.0969
1.31461,-42.9811,-1.10135
1.21685,-44.3991,-1.14481
1.14456,-45.8353,-1.13305
1.09193,-47.2561,-1.15511
1.07468,-48.6267,-1.20887
0.923781,-50.0094,-1.23851
0.865178,-51.4128,-1.27399
0.746003,-52.7878,-1.32672
0.683572,-54.2443,-1.34889
0.592777,-55.665,-1.3548
0.51379,-57.0639,-1.37526
0.322508,-58.3948,-1.4226
0.216359,-59.8353,-1.44089
0.164182,-61.2623,-1.4923
-0.00935991,-62.6703,-1.49188
-0.278357,-64.0743,-1.54358
-0.355732,-65.4842,-1.53878
-0.519089,-66.873,-1.51307
-0.679378,-68.2875,-1.60006
-0.909236,-69.7492,-1.6243
-1.09273,-71.157,-1.66535
-1.08944,-72.6308,-1.67439
-1.17413,-74.0827,-1.69721
-1.39705,-75.4996,-1.74039
-1.50373,-76.9152,-1.78681
-1.71399,-78.3029,-1.80142
-1.88304,-79.6698,-1.85383
-1.9255,-81.1142,-1.90561
-2.02854,-82.4568,-1.92176
-2.31317,-83.6378,-1.93975
-3.47854,-83.9434,-1.94577
-4.94042,-83.7272,-1.99539
-6.35042,-83.6377,-2.00596
-7.70753,-83.5801,-2.02184
-9.08962,-83.4081,-2.05634
-10.4397,-83.314,-2.10665
-11.7293,-83.0769,-2.16524
-13.1322,-82.8933,-2.15833
-14.5801,-82.7955,-2.2409
-16.0164,-82.6454,-2.26169
-17.4157,-82.4058,-2.30515
-18.7863,-82.3216,-2.30476
-20.1256,-82.1086,-2.34371
-21.4365,-81.8731,-2.36221
-22.8302,-81.847,-2.3818
-24.1849,-81.6479,-2.39539
-25.5701,-81.3499,-2.45738
-26.9562,-81.1056,-2.48636
-28.3374,-80.848,-2.50653
-29.7063,-80.5608,-2.51045
-31.1338,-80.4536,-2.58801
-32.5438,-80.2212,-2.59447
-33.9017,-79.9571,-2.61748
-35.3513,-79.7232,-2.66013
-36.7046,-79.5305,-2.7092
-38.1261,-79.3391,-2.72757
-39.5301,-79.0883,-2.74628
-40.8888,-78.8272,-2.7793
-42.3004,-78.5434,-2.83964
-43.6377,-78.2741,-2.85759
-45.0427,-78.0618,-2.91206
-46.2486,-77.5322,-2.99703
-46.1892,-76.2062,-3.09927
-45.8101,-74.9259,-3.14197
-45.5246,-73.5761,-3.19347
-45.2077,-72.2071,-3.23933
-44.9124,-70.7758,-3.27524
-44.6276,-69.4112,-3.30482
-44.29,-67.9718,-3.35641
-43.9867,-66.5267,-3.41745
-43.7848,-65.1057,-3.42001
-43.5069,-63.6378,-3.4412
-43.1637,-62.2319,-3.45547
-42.7984,-60.7823,-3.50038
-42.511,-59.3472,-3.50456
-42.1613,-57.9255,-3.53198
-41.8806,-56.4981,-3.57895
-41.5217,-55.1188,-3.61186
-41.1042,-53.6673,-3.63687
-40.6622,-52.2907,-3.68656
-40.266,-50.8383,-3.74249
-39.8708,-49.4444,-3.71845
-39.5637,-48.0272,-3.76778
-39.2141,-46.6178,-3.80704
-38.8572,-45.2237,-3.86041
-38.4521,-43.8653,-3.91983
-38.0531,-42.495,-4.0019
-37.6053,-41.1012,-4.04408
-37.2718,-39.6423,-4.06408
-36.9274,-38.2138,-4.11835
-36.5364,-36.8149,-4.16577
-36.0581,-35.4394,-4.21255
-35.6759,-34.0455,-4.30362
-35.2218,-32.6902,-4.3583
-34.8198,-31.2986,-4.34628
-34.3951,-29.866,-4.35622
-34.0327,-28.4721,-4.36687
-33.6194,-27.0994,-4.39198
-33.1563,-25.7459,-4.369
-32.6582,-24.4307,-4.42974
-32.2483,-23.0874,-4.46869
-31.8222,-21.7417,-4.51558
-31.3688,-20.4199,-4.52081
-30.9514,-19.0807,-4.57782
-30.4182,-17.7833,-4.63045
-30.005,-16.4594,-4.66486
-29.63,-15.1428,-4.65991
-29.2102,-13.8057,-4.73418
-28.7621,-12.521,-4.76576
-28.2789,-11.2199,-4.8026
-27.7662,-9.91198,-4.85996
-27.3698,-8.54703,-4.90838
-26.8409,-7.32201,-4.94741
